Row_ID,Order_ID,Order_Date,Order_Year,Order_Month,Order_Month_Name,Ship_Date,Delivery_Days,Customer_ID,Customer_Name,Segment,Region,State,City,Category,Sub_Category,Sales
1852,CA-2016-160472,20-07-2016,2016,7,July,25-07-2016,5,RK-19300,Ralph Kennedy,Consumer,Central,Indiana,South Bend,Office Supplies,Paper,26.4
1853,CA-2016-160472,20-07-2016,2016,7,July,25-07-2016,5,RK-19300,Ralph Kennedy,Consumer,Central,Indiana,South Bend,Office Supplies,Envelopes,106.75
1854,CA-2016-160472,20-07-2016,2016,7,July,25-07-2016,5,RK-19300,Ralph Kennedy,Consumer,Central,Indiana,South Bend,Office Supplies,Paper,97.82
1855,CA-2016-160472,20-07-2016,2016,7,July,25-07-2016,5,RK-19300,Ralph Kennedy,Consumer,Central,Indiana,South Bend,Office Supplies,Storage,141.4
1856,CA-2015-114643,13-06-2015,2015,6,June,17-06-2015,4,FM-14215,Filia McAdams,Corporate,West,California,Los Angeles,Office Supplies,Art,14.52
1857,US-2018-158218,12-05-2018,2018,5,May,15-05-2018,3,AC-10420,Alyssa Crouse,Corporate,Central,Texas,Houston,Office Supplies,Storage,127.92
1858,US-2018-158218,12-05-2018,2018,5,May,15-05-2018,3,AC-10420,Alyssa Crouse,Corporate,Central,Texas,Houston,Office Supplies,Binders,34.24
1859,CA-2016-121608,03-09-2016,2016,9,September,05-09-2016,2,JB-15400,Jennifer Braxton,Corporate,East,Connecticut,Bristol,Office Supplies,Appliances,137.62
186,CA-2017-105018,28-11-2017,2017,11,November,02-12-2017,4,SK-19990,Sally Knutson,Consumer,East,Connecticut,Fairfield,Office Supplies,Binders,7.16
1860,CA-2016-121608,03-09-2016,2016,9,September,05-09-2016,2,JB-15400,Jennifer Braxton,Corporate,East,Connecticut,Bristol,Technology,Phones,100.49
1861,US-2018-121251,26-03-2018,2018,3,March,27-03-2018,1,GM-14440,Gary McGarr,Consumer,East,New York,New York City,Furniture,Bookcases,257.57
1862,US-2018-121251,26-03-2018,2018,3,March,27-03-2018,1,GM-14440,Gary McGarr,Consumer,East,New York,New York City,Technology,Phones,119.96
1863,CA-2015-151078,12-11-2015,2015,11,November,12-11-2015,0,RF-19840,Roy Französisch,Consumer,Central,Texas,San Antonio,Office Supplies,Storage,49.63
1864,US-2017-100839,13-10-2017,2017,10,October,17-10-2017,4,NC-18625,Noah Childs,Corporate,West,Colorado,Aurora,Furniture,Tables,727.45
1865,US-2017-100839,13-10-2017,2017,10,October,17-10-2017,4,NC-18625,Noah Childs,Corporate,West,Colorado,Aurora,Furniture,Furnishings,24.96
1866,US-2018-116659,12-11-2018,2018,11,November,12-11-2018,0,NG-18355,Nat Gilpin,Corporate,East,Ohio,Newark,Technology,Phones,370.78
1867,CA-2018-118857,15-04-2018,2018,4,April,18-04-2018,3,AH-10075,Adam Hart,Corporate,West,Nevada,Henderson,Furniture,Furnishings,196.45
1868,CA-2016-127110,25-06-2016,2016,6,June,01-07-2016,6,CH-12070,Cathy Hwang,Home Office,East,Pennsylvania,Philadelphia,Office Supplies,Paper,31.1
1869,CA-2016-127110,25-06-2016,2016,6,June,01-07-2016,6,CH-12070,Cathy Hwang,Home Office,East,Pennsylvania,Philadelphia,Office Supplies,Storage,78.26
187,CA-2015-123260,26-08-2015,2015,8,August,30-08-2015,4,FM-14290,Frank Merwin,Home Office,West,California,Los Angeles,Technology,Accessories,176.8
1870,CA-2017-148201,26-08-2017,2017,8,August,29-08-2017,3,CC-12145,Charles Crestani,Consumer,West,Washington,Seattle,Office Supplies,Paper,6.48
1871,CA-2015-116932,21-07-2015,2015,7,July,25-07-2015,4,ME-18010,Michelle Ellison,Corporate,West,California,San Francisco,Office Supplies,Art,99.2
1872,CA-2015-116932,21-07-2015,2015,7,July,25-07-2015,4,ME-18010,Michelle Ellison,Corporate,West,California,San Francisco,Furniture,Chairs,801.57
1873,CA-2015-116932,21-07-2015,2015,7,July,25-07-2015,4,ME-18010,Michelle Ellison,Corporate,West,California,San Francisco,Furniture,Tables,272.85
1874,CA-2018-142888,21-11-2018,2018,11,November,25-11-2018,4,BP-11230,Benjamin Patterson,Consumer,West,Washington,Spokane,Furniture,Tables,70.98
1875,CA-2015-147914,04-06-2015,2015,6,June,09-06-2015,5,MP-17470,Mark Packer,Home Office,East,Ohio,Columbus,Office Supplies,Paper,16.22
1876,US-2017-112977,10-03-2017,2017,3,March,16-03-2017,6,CJ-12010,Caroline Jumper,Consumer,East,New York,Long Beach,Furniture,Bookcases,176.78
1877,CA-2018-112039,25-03-2018,2018,3,March,29-03-2018,4,JC-15775,John Castell,Consumer,Central,Texas,San Antonio,Technology,Phones,470.38
1878,CA-2018-118885,29-12-2018,2018,12,December,02-01-2019,4,JG-15160,James Galang,Consumer,West,California,Los Angeles,Furniture,Chairs,393.57
1879,CA-2018-118885,29-12-2018,2018,12,December,02-01-2019,4,JG-15160,James Galang,Consumer,West,California,Los Angeles,Technology,Phones,302.38
188,CA-2017-157000,16-07-2017,2017,7,July,22-07-2017,6,AM-10360,Alice McCarthy,Corporate,Central,Texas,Grand Prairie,Office Supplies,Storage,37.22
1880,US-2018-166611,28-03-2018,2018,3,March,02-04-2018,5,CK-12760,Cyma Kinney,Corporate,South,Florida,Jacksonville,Office Supplies,Binders,68.74
1881,CA-2016-109512,05-03-2016,2016,3,March,05-03-2016,0,LF-17185,Luke Foster,Consumer,East,New York,New York City,Office Supplies,Envelopes,29.34
1882,CA-2016-109512,05-03-2016,2016,3,March,05-03-2016,0,LF-17185,Luke Foster,Consumer,East,New York,New York City,Furniture,Chairs,383.61
1883,CA-2016-109512,05-03-2016,2016,3,March,05-03-2016,0,LF-17185,Luke Foster,Consumer,East,New York,New York City,Office Supplies,Storage,563.4
1884,CA-2017-118570,13-11-2017,2017,11,November,17-11-2017,4,CC-12430,Chuck Clark,Home Office,East,Pennsylvania,Philadelphia,Office Supplies,Paper,217.06
1885,CA-2018-154718,19-01-2018,2018,1,January,23-01-2018,4,DL-12865,Dan Lawera,Consumer,Central,Texas,Keller,Office Supplies,Labels,6
1886,CA-2017-147578,22-04-2017,2017,4,April,26-04-2017,4,PG-18895,Paul Gonzalez,Consumer,West,California,San Francisco,Furniture,Furnishings,31.56
1887,CA-2015-140165,13-05-2015,2015,5,May,15-05-2015,2,EH-14005,Erica Hernandez,Home Office,South,Florida,Hialeah,Office Supplies,Fasteners,7.1
1888,CA-2015-140165,13-05-2015,2015,5,May,15-05-2015,2,EH-14005,Erica Hernandez,Home Office,South,Florida,Hialeah,Office Supplies,Binders,398.35
1889,CA-2015-142587,21-10-2015,2015,10,October,22-10-2015,1,TB-21520,Tracy Blumstein,Consumer,East,Ohio,Fairfield,Office Supplies,Appliances,121.79
189,CA-2017-157000,16-07-2017,2017,7,July,22-07-2017,6,AM-10360,Alice McCarthy,Corporate,Central,Texas,Grand Prairie,Office Supplies,Paper,20.02
1890,CA-2015-142587,21-10-2015,2015,10,October,22-10-2015,1,TB-21520,Tracy Blumstein,Consumer,East,Ohio,Fairfield,Furniture,Tables,409.59
1891,CA-2015-157623,14-03-2015,2015,3,March,18-03-2015,4,DK-13225,Dean Katz,Corporate,West,California,Huntington Beach,Office Supplies,Paper,10.56
1892,CA-2015-157623,14-03-2015,2015,3,March,18-03-2015,4,DK-13225,Dean Katz,Corporate,West,California,Huntington Beach,Office Supplies,Art,3.38
1893,CA-2018-145310,22-12-2018,2018,12,December,24-12-2018,2,JP-15520,Jeremy Pistek,Consumer,South,Florida,Port Orange,Office Supplies,Envelopes,7.82
1894,CA-2017-100083,24-11-2017,2017,11,November,29-11-2017,5,CD-11980,Carol Darley,Consumer,West,Oregon,Medford,Office Supplies,Paper,24.78
1895,US-2018-108063,02-12-2018,2018,12,December,05-12-2018,3,AS-10090,Adam Shillingsburg,Consumer,South,Virginia,Charlottesville,Office Supplies,Art,34.65
1896,CA-2016-109197,31-12-2016,2016,12,December,04-01-2017,4,JO-15280,Jas O'Carroll,Consumer,West,Montana,Missoula,Office Supplies,Binders,487.98
1897,CA-2018-141789,03-10-2018,2018,10,October,06-10-2018,3,AC-10450,Amy Cox,Consumer,Central,Minnesota,Minneapolis,Office Supplies,Binders,1793.98
1898,CA-2015-169775,29-08-2015,2015,8,August,02-09-2015,4,RA-19945,Ryan Akin,Consumer,South,Florida,Miami,Office Supplies,Envelopes,29.81
1899,CA-2015-169775,29-08-2015,2015,8,August,02-09-2015,4,RA-19945,Ryan Akin,Consumer,South,Florida,Miami,Office Supplies,Binders,505.18
19,CA-2015-143336,27-08-2015,2015,8,August,01-09-2015,5,ZD-21925,Zuschuss Donatelli,Consumer,West,California,San Francisco,Office Supplies,Art,8.56
190,CA-2016-102281,12-10-2016,2016,10,October,14-10-2016,2,MP-17470,Mark Packer,Home Office,East,New York,New York City,Furniture,Bookcases,899.14
1900,CA-2015-169775,29-08-2015,2015,8,August,02-09-2015,4,RA-19945,Ryan Akin,Consumer,South,Florida,Miami,Furniture,Tables,174.06
1901,CA-2017-140543,29-06-2017,2017,6,June,03-07-2017,4,Co-12640,Corey-Lock,Consumer,South,South Carolina,Florence,Office Supplies,Storage,191.88
1902,CA-2017-151141,20-08-2017,2017,8,August,23-08-2017,3,DW-13480,Dianna Wilson,Home Office,Central,Michigan,Detroit,Technology,Phones,14.78
1903,CA-2018-167094,21-10-2018,2018,10,October,22-10-2018,1,DK-12835,Damala Kotsonis,Corporate,West,Oregon,Springfield,Office Supplies,Paper,5.18
1904,CA-2018-167094,21-10-2018,2018,10,October,22-10-2018,1,DK-12835,Damala Kotsonis,Corporate,West,Oregon,Springfield,Furniture,Chairs,478.48
1905,CA-2018-167094,21-10-2018,2018,10,October,22-10-2018,1,DK-12835,Damala Kotsonis,Corporate,West,Oregon,Springfield,Technology,Accessories,28.4
1906,CA-2018-154410,21-10-2018,2018,10,October,24-10-2018,3,MD-17860,Michael Dominguez,Corporate,Central,Indiana,Indianapolis,Office Supplies,Storage,909.12
1907,US-2017-150567,17-05-2017,2017,5,May,21-05-2017,4,RP-19855,Roy Phan,Corporate,South,Florida,Apopka,Office Supplies,Binders,2.95
1908,US-2017-150567,17-05-2017,2017,5,May,21-05-2017,4,RP-19855,Roy Phan,Corporate,South,Florida,Apopka,Office Supplies,Binders,27.02
1909,CA-2016-157959,03-02-2016,2016,2,February,04-02-2016,1,RW-19540,Rick Wilson,Corporate,West,California,Los Angeles,Furniture,Furnishings,136.92
191,CA-2016-102281,12-10-2016,2016,10,October,14-10-2016,2,MP-17470,Mark Packer,Home Office,East,New York,New York City,Technology,Phones,71.76
1910,CA-2018-105886,18-12-2018,2018,12,December,23-12-2018,5,DB-13660,Duane Benoit,Consumer,East,New York,Oceanside,Furniture,Furnishings,18.96
1911,CA-2017-105963,15-11-2017,2017,11,November,22-11-2017,7,SC-20770,Stewart Carmichael,Corporate,West,California,Los Angeles,Technology,Accessories,99.39
1912,CA-2018-121503,03-07-2018,2018,7,July,06-07-2018,3,FH-14275,Frank Hawley,Corporate,Central,Texas,Houston,Office Supplies,Paper,273.9
1913,CA-2018-121503,03-07-2018,2018,7,July,06-07-2018,3,FH-14275,Frank Hawley,Corporate,Central,Texas,Houston,Technology,Machines,597.13
1914,CA-2015-103366,15-01-2015,2015,1,January,17-01-2015,2,EH-13990,Erica Hackney,Consumer,South,Georgia,Roswell,Technology,Accessories,149.95
1915,CA-2018-124597,30-04-2018,2018,4,April,05-05-2018,5,AS-10630,Ann Steele,Home Office,South,Florida,Boynton Beach,Office Supplies,Labels,4.61
1916,CA-2018-124597,30-04-2018,2018,4,April,05-05-2018,5,AS-10630,Ann Steele,Home Office,South,Florida,Boynton Beach,Office Supplies,Art,15.53
1917,CA-2018-124597,30-04-2018,2018,4,April,05-05-2018,5,AS-10630,Ann Steele,Home Office,South,Florida,Boynton Beach,Office Supplies,Labels,11.95
1918,CA-2016-105634,08-11-2016,2016,11,November,14-11-2016,6,HA-14905,Helen Abelman,Consumer,East,Massachusetts,Franklin,Office Supplies,Art,11.65
1919,CA-2016-123673,30-10-2016,2016,10,October,01-11-2016,2,CH-12070,Cathy Hwang,Home Office,Central,Michigan,Detroit,Technology,Phones,299.9
192,CA-2016-102281,12-10-2016,2016,10,October,14-10-2016,2,MP-17470,Mark Packer,Home Office,East,New York,New York City,Office Supplies,Paper,51.84
1920,US-2018-111423,17-08-2018,2018,8,August,19-08-2018,2,EH-13765,Edward Hooks,Corporate,East,New York,Watertown,Office Supplies,Binders,895.92
1921,US-2018-111423,17-08-2018,2018,8,August,19-08-2018,2,EH-13765,Edward Hooks,Corporate,East,New York,Watertown,Furniture,Chairs,462.56
1922,CA-2016-125178,03-10-2016,2016,10,October,09-10-2016,6,MZ-17515,Mary Zewe,Corporate,East,Pennsylvania,Reading,Office Supplies,Storage,15.01
1923,CA-2017-156685,08-07-2017,2017,7,July,10-07-2017,2,SC-20230,Scot Coram,Corporate,Central,Texas,Arlington,Technology,Phones,863.64
1924,CA-2017-156685,08-07-2017,2017,7,July,10-07-2017,2,SC-20230,Scot Coram,Corporate,Central,Texas,Arlington,Office Supplies,Art,47.62
1925,CA-2018-126865,05-12-2018,2018,12,December,07-12-2018,2,NP-18325,Naresj Patel,Consumer,West,California,San Diego,Office Supplies,Paper,92.94
1926,CA-2018-102834,09-03-2018,2018,3,March,13-03-2018,4,LW-16990,Lindsay Williams,Corporate,West,California,San Francisco,Technology,Accessories,199.98
1927,US-2017-139710,09-06-2017,2017,6,June,15-06-2017,6,GM-14680,Greg Matthias,Consumer,West,California,Los Angeles,Technology,Phones,177.48
1928,CA-2018-121538,28-11-2018,2018,11,November,01-12-2018,3,RH-19495,Rick Hansen,Consumer,West,Colorado,Denver,Office Supplies,Paper,88.77
1929,US-2018-101539,16-03-2018,2018,3,March,18-03-2018,2,VM-21685,Valerie Mitchum,Home Office,West,Washington,Seattle,Office Supplies,Paper,6.48
193,CA-2016-102281,12-10-2016,2016,10,October,14-10-2016,2,MP-17470,Mark Packer,Home Office,East,New York,New York City,Furniture,Bookcases,626.35
1930,US-2018-101539,16-03-2018,2018,3,March,18-03-2018,2,VM-21685,Valerie Mitchum,Home Office,West,Washington,Seattle,Office Supplies,Storage,46.51
1931,US-2018-101539,16-03-2018,2018,3,March,18-03-2018,2,VM-21685,Valerie Mitchum,Home Office,West,Washington,Seattle,Technology,Phones,659.98
1932,CA-2017-152121,27-11-2017,2017,11,November,29-11-2017,2,CC-12670,Craig Carreira,Consumer,West,Arizona,Scottsdale,Technology,Phones,271.99
1933,CA-2018-161200,06-08-2018,2018,8,August,10-08-2018,4,SV-20365,Seth Vernon,Consumer,South,Louisiana,Lafayette,Furniture,Bookcases,145.74
1934,CA-2018-161200,06-08-2018,2018,8,August,10-08-2018,4,SV-20365,Seth Vernon,Consumer,South,Louisiana,Lafayette,Furniture,Furnishings,15.4
1935,CA-2018-101245,27-11-2018,2018,11,November,03-12-2018,6,LW-16990,Lindsay Williams,Corporate,West,California,San Francisco,Office Supplies,Paper,244.55
1936,CA-2018-101245,27-11-2018,2018,11,November,03-12-2018,6,LW-16990,Lindsay Williams,Corporate,West,California,San Francisco,Technology,Accessories,166.16
1937,CA-2016-141768,25-05-2016,2016,5,May,27-05-2016,2,NP-18685,Nora Pelletier,Home Office,West,California,San Francisco,Furniture,Furnishings,14.73
1938,CA-2017-112109,08-07-2017,2017,7,July,12-07-2017,4,JE-15715,Joe Elijah,Consumer,West,Colorado,Broomfield,Office Supplies,Binders,19.97
1939,CA-2017-112109,08-07-2017,2017,7,July,12-07-2017,4,JE-15715,Joe Elijah,Consumer,West,Colorado,Broomfield,Office Supplies,Storage,33.49
194,CA-2016-102281,12-10-2016,2016,10,October,14-10-2016,2,MP-17470,Mark Packer,Home Office,East,New York,New York City,Office Supplies,Art,19.9
1940,CA-2017-112109,08-07-2017,2017,7,July,12-07-2017,4,JE-15715,Joe Elijah,Consumer,West,Colorado,Broomfield,Office Supplies,Binders,8.74
1941,CA-2017-112109,08-07-2017,2017,7,July,12-07-2017,4,JE-15715,Joe Elijah,Consumer,West,Colorado,Broomfield,Furniture,Chairs,662.88
1942,CA-2018-144064,29-08-2018,2018,8,August,01-09-2018,3,CP-12085,Cathy Prescott,Corporate,Central,Illinois,Quincy,Office Supplies,Labels,47.36
1943,CA-2018-144064,29-08-2018,2018,8,August,01-09-2018,3,CP-12085,Cathy Prescott,Corporate,Central,Illinois,Quincy,Office Supplies,Storage,27.44
1944,CA-2018-144064,29-08-2018,2018,8,August,01-09-2018,3,CP-12085,Cathy Prescott,Corporate,Central,Illinois,Quincy,Office Supplies,Binders,3.24
1945,CA-2017-108581,20-06-2017,2017,6,June,26-06-2017,6,EA-14035,Erin Ashbrook,Corporate,Central,Texas,Carrollton,Technology,Accessories,95.97
1946,CA-2017-108581,20-06-2017,2017,6,June,26-06-2017,6,EA-14035,Erin Ashbrook,Corporate,Central,Texas,Carrollton,Office Supplies,Paper,10.37
1947,CA-2018-157987,02-09-2018,2018,9,September,06-09-2018,4,AC-10615,Ann Chong,Corporate,East,New York,New York City,Office Supplies,Art,23.1
1948,CA-2018-157987,02-09-2018,2018,9,September,06-09-2018,4,AC-10615,Ann Chong,Corporate,East,New York,New York City,Furniture,Furnishings,11.54
1949,CA-2018-157987,02-09-2018,2018,9,September,06-09-2018,4,AC-10615,Ann Chong,Corporate,East,New York,New York City,Furniture,Tables,254.53
195,CA-2016-131457,31-10-2016,2016,10,October,06-11-2016,6,MZ-17515,Mary Zewe,Corporate,West,California,Redlands,Office Supplies,Envelopes,14.28
1950,CA-2018-157987,02-09-2018,2018,9,September,06-09-2018,4,AC-10615,Ann Chong,Corporate,East,New York,New York City,Office Supplies,Appliances,12.98
1951,CA-2018-157987,02-09-2018,2018,9,September,06-09-2018,4,AC-10615,Ann Chong,Corporate,East,New York,New York City,Office Supplies,Binders,26.43
1952,CA-2018-157987,02-09-2018,2018,9,September,06-09-2018,4,AC-10615,Ann Chong,Corporate,East,New York,New York City,Technology,Phones,197.97
1953,CA-2018-157987,02-09-2018,2018,9,September,06-09-2018,4,AC-10615,Ann Chong,Corporate,East,New York,New York City,Office Supplies,Labels,18.9
1954,CA-2018-157987,02-09-2018,2018,9,September,06-09-2018,4,AC-10615,Ann Chong,Corporate,East,New York,New York City,Furniture,Chairs,1282.41
1955,CA-2018-157987,02-09-2018,2018,9,September,06-09-2018,4,AC-10615,Ann Chong,Corporate,East,New York,New York City,Office Supplies,Art,4.92
1956,CA-2018-157987,02-09-2018,2018,9,September,06-09-2018,4,AC-10615,Ann Chong,Corporate,East,New York,New York City,Technology,Accessories,238
1957,CA-2018-157987,02-09-2018,2018,9,September,06-09-2018,4,AC-10615,Ann Chong,Corporate,East,New York,New York City,Technology,Accessories,167.97
1958,CA-2018-157987,02-09-2018,2018,9,September,06-09-2018,4,AC-10615,Ann Chong,Corporate,East,New York,New York City,Office Supplies,Paper,17.12
1959,CA-2018-110905,10-09-2018,2018,9,September,15-09-2018,5,RW-19690,Robert Waldorf,Consumer,Central,Missouri,Springfield,Office Supplies,Binders,16.2
196,CA-2015-140004,21-03-2015,2015,3,March,25-03-2015,4,CB-12025,Cassandra Brandow,Consumer,East,Ohio,Hamilton,Office Supplies,Art,7.41
1960,CA-2018-110905,10-09-2018,2018,9,September,15-09-2018,5,RW-19690,Robert Waldorf,Consumer,Central,Missouri,Springfield,Office Supplies,Appliances,33.99
1961,CA-2018-110905,10-09-2018,2018,9,September,15-09-2018,5,RW-19690,Robert Waldorf,Consumer,Central,Missouri,Springfield,Technology,Accessories,296.85
1962,CA-2018-110905,10-09-2018,2018,9,September,15-09-2018,5,RW-19690,Robert Waldorf,Consumer,Central,Missouri,Springfield,Technology,Accessories,112.8
1963,CA-2018-110905,10-09-2018,2018,9,September,15-09-2018,5,RW-19690,Robert Waldorf,Consumer,Central,Missouri,Springfield,Office Supplies,Binders,13.71
1964,CA-2018-110905,10-09-2018,2018,9,September,15-09-2018,5,RW-19690,Robert Waldorf,Consumer,Central,Missouri,Springfield,Office Supplies,Paper,24.9
1965,CA-2018-110905,10-09-2018,2018,9,September,15-09-2018,5,RW-19690,Robert Waldorf,Consumer,Central,Missouri,Springfield,Office Supplies,Storage,286.29
1966,CA-2018-110905,10-09-2018,2018,9,September,15-09-2018,5,RW-19690,Robert Waldorf,Consumer,Central,Missouri,Springfield,Office Supplies,Appliances,24.18
1967,CA-2018-165841,21-12-2018,2018,12,December,28-12-2018,7,DB-13210,Dean Braden,Consumer,East,New Jersey,Paterson,Technology,Phones,281.97
1968,CA-2018-165841,21-12-2018,2018,12,December,28-12-2018,7,DB-13210,Dean Braden,Consumer,East,New Jersey,Paterson,Office Supplies,Supplies,69.5
1969,CA-2018-165841,21-12-2018,2018,12,December,28-12-2018,7,DB-13210,Dean Braden,Consumer,East,New Jersey,Paterson,Office Supplies,Paper,166.44
197,CA-2015-140004,21-03-2015,2015,3,March,25-03-2015,4,CB-12025,Cassandra Brandow,Consumer,East,Ohio,Hamilton,Office Supplies,Art,6.05
1970,CA-2018-117485,23-09-2018,2018,9,September,29-09-2018,6,BD-11320,Bill Donatelli,Consumer,Central,Oklahoma,Tulsa,Technology,Accessories,291.96
1971,CA-2018-140242,06-05-2018,2018,5,May,11-05-2018,5,ML-17755,Max Ludwig,Home Office,Central,Illinois,Chicago,Office Supplies,Art,6.41
1972,CA-2018-140242,06-05-2018,2018,5,May,11-05-2018,5,ML-17755,Max Ludwig,Home Office,Central,Illinois,Chicago,Technology,Accessories,408.74
1973,CA-2015-148950,14-12-2015,2015,12,December,19-12-2015,5,JD-16015,Joy Daniels,Consumer,Central,Illinois,Chicago,Office Supplies,Binders,5.1
1974,CA-2015-148950,14-12-2015,2015,12,December,19-12-2015,5,JD-16015,Joy Daniels,Consumer,Central,Illinois,Chicago,Office Supplies,Fasteners,2.9
1975,CA-2015-148950,14-12-2015,2015,12,December,19-12-2015,5,JD-16015,Joy Daniels,Consumer,Central,Illinois,Chicago,Technology,Accessories,35.02
1976,CA-2015-110408,18-10-2015,2015,10,October,20-10-2015,2,AS-10225,Alan Schoenberger,Corporate,South,Alabama,Montgomery,Office Supplies,Storage,275.97
1977,CA-2015-110408,18-10-2015,2015,10,October,20-10-2015,2,AS-10225,Alan Schoenberger,Corporate,South,Alabama,Montgomery,Technology,Phones,1394.95
1978,CA-2015-110408,18-10-2015,2015,10,October,20-10-2015,2,AS-10225,Alan Schoenberger,Corporate,South,Alabama,Montgomery,Furniture,Chairs,545.88
1979,CA-2016-109939,08-05-2016,2016,5,May,12-05-2016,4,AA-10375,Allen Armold,Consumer,West,Oregon,Salem,Office Supplies,Art,5.25
198,CA-2018-107720,06-11-2018,2018,11,November,13-11-2018,7,VM-21685,Valerie Mitchum,Home Office,East,New Jersey,Westfield,Office Supplies,Storage,46.26
1980,CA-2017-112669,14-04-2017,2017,4,April,14-04-2017,0,KT-16465,Kean Takahito,Consumer,West,Arizona,Glendale,Furniture,Chairs,933.54
1981,CA-2017-112669,14-04-2017,2017,4,April,14-04-2017,0,KT-16465,Kean Takahito,Consumer,West,Arizona,Glendale,Office Supplies,Storage,42.98
1982,CA-2016-119592,14-12-2016,2016,12,December,16-12-2016,2,MM-18280,Muhammed MacIntyre,Corporate,South,Georgia,Columbus,Office Supplies,Binders,3.76
1983,CA-2015-122749,03-12-2015,2015,12,December,09-12-2015,6,NG-18430,Nathan Gelder,Consumer,Central,Oklahoma,Oklahoma City,Technology,Phones,479.96
1984,CA-2015-164721,25-11-2015,2015,11,November,27-11-2015,2,LW-16825,Laurel Workman,Corporate,West,California,Brentwood,Office Supplies,Appliances,320.88
1985,CA-2015-164721,25-11-2015,2015,11,November,27-11-2015,2,LW-16825,Laurel Workman,Corporate,West,California,Brentwood,Furniture,Furnishings,23.88
1986,CA-2015-164721,25-11-2015,2015,11,November,27-11-2015,2,LW-16825,Laurel Workman,Corporate,West,California,Brentwood,Office Supplies,Paper,26.76
1987,CA-2017-147417,25-07-2017,2017,7,July,27-07-2017,2,CB-12415,Christy Brittain,Consumer,East,Ohio,Columbus,Technology,Copiers,1439.98
1988,CA-2016-127509,09-11-2016,2016,11,November,13-11-2016,4,AS-10090,Adam Shillingsburg,Consumer,Central,Missouri,Springfield,Office Supplies,Binders,17.22
1989,CA-2016-127509,09-11-2016,2016,11,November,13-11-2016,4,AS-10090,Adam Shillingsburg,Consumer,Central,Missouri,Springfield,Furniture,Tables,1024.38
199,US-2018-124303,06-07-2018,2018,7,July,13-07-2018,7,FH-14365,Fred Hopkins,Corporate,East,Pennsylvania,Philadelphia,Office Supplies,Binders,2.95
1990,CA-2016-127509,09-11-2016,2016,11,November,13-11-2016,4,AS-10090,Adam Shillingsburg,Consumer,Central,Missouri,Springfield,Office Supplies,Envelopes,26.22
1991,CA-2016-127509,09-11-2016,2016,11,November,13-11-2016,4,AS-10090,Adam Shillingsburg,Consumer,Central,Missouri,Springfield,Office Supplies,Paper,17.34
1992,CA-2018-111374,24-02-2018,2018,2,February,28-02-2018,4,CB-12415,Christy Brittain,Consumer,East,Pennsylvania,Philadelphia,Office Supplies,Binders,4.96
1993,CA-2018-133648,25-06-2018,2018,6,June,02-07-2018,7,ML-17755,Max Ludwig,Home Office,West,Oregon,Springfield,Office Supplies,Labels,71.04
1994,CA-2018-133648,25-06-2018,2018,6,June,02-07-2018,7,ML-17755,Max Ludwig,Home Office,West,Oregon,Springfield,Office Supplies,Art,5.34
1995,CA-2018-133648,25-06-2018,2018,6,June,02-07-2018,7,ML-17755,Max Ludwig,Home Office,West,Oregon,Springfield,Office Supplies,Fasteners,11.3
1996,US-2018-147221,02-12-2018,2018,12,December,04-12-2018,2,JS-16030,Joy Smith,Consumer,Central,Texas,Houston,Office Supplies,Appliances,294.62
1997,US-2018-147221,02-12-2018,2018,12,December,04-12-2018,2,JS-16030,Joy Smith,Consumer,Central,Texas,Houston,Furniture,Furnishings,8.75
1998,CA-2015-131905,06-02-2015,2015,2,February,09-02-2015,3,ND-18460,Neil Ducich,Corporate,South,Virginia,Chesapeake,Office Supplies,Labels,15
1999,CA-2015-131905,06-02-2015,2015,2,February,09-02-2015,3,ND-18460,Neil Ducich,Corporate,South,Virginia,Chesapeake,Technology,Phones,161.61
2,CA-2017-152156,08-11-2017,2017,11,November,11-11-2017,3,CG-12520,Claire Gute,Consumer,South,Kentucky,Henderson,Furniture,Chairs,731.94
20,CA-2015-143336,27-08-2015,2015,8,August,01-09-2015,5,ZD-21925,Zuschuss Donatelli,Consumer,West,California,San Francisco,Technology,Phones,213.48
200,US-2018-124303,06-07-2018,2018,7,July,13-07-2018,7,FH-14365,Fred Hopkins,Corporate,East,Pennsylvania,Philadelphia,Office Supplies,Paper,16.06
2000,CA-2015-131905,06-02-2015,2015,2,February,09-02-2015,3,ND-18460,Neil Ducich,Corporate,South,Virginia,Chesapeake,Technology,Phones,144.95
2001,CA-2018-166128,11-04-2018,2018,4,April,18-04-2018,7,LW-17215,Luke Weiss,Consumer,West,California,Pasadena,Technology,Accessories,199.95
2002,CA-2018-166128,11-04-2018,2018,4,April,18-04-2018,7,LW-17215,Luke Weiss,Consumer,West,California,Pasadena,Office Supplies,Art,41.86
2003,CA-2018-163510,25-12-2018,2018,12,December,28-12-2018,3,JW-15955,Joni Wasserman,Consumer,South,Kentucky,Louisville,Office Supplies,Storage,95.94
2004,CA-2018-163510,25-12-2018,2018,12,December,28-12-2018,3,JW-15955,Joni Wasserman,Consumer,South,Kentucky,Louisville,Furniture,Chairs,304.45
2005,US-2018-143028,11-04-2018,2018,4,April,18-04-2018,7,SC-20050,Sample Company A,Home Office,Central,Texas,Lubbock,Office Supplies,Binders,11.36
